Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
201,"Jamais marié","","Never married
Jamais marié","","","Misc","N/A","Super User","Super User"
202,"Vèf","","Veuf
Veuf(ve)
Spouse died
Vèf
Veuve
Widowed","","","Misc","N/A","Super User","Super User"
203,"Separe","","Separe
Separated
Séparé(e)","","","Misc","N/A","Super User","Super User"
204,"Partenaire en prison","","Partner in prison
Partenaire en prison","","","Misc","N/A","Super User","Super User"
205,"Marye","","Marié(e)
Marye
Married","","","Finding","N/A","Super User","Super User"
206,"Plase","","Konkibinaj
Concubine
Placé(e)
Plase
Living with partner
Cohabitant avec le partenaire
Ap viv ak patnè","","","Misc","N/A","Super User","Super User"
207,"État civil","","État civil
CIV_STAT
Civil status","Partenaire en prison
Vèf
Enkoni
Separe
Marye
Divòse
Plase
Lòt
Célibataire
Selibatè oubyen timoun
Jamais marié","","Question","Coded","Super User","Super User"
208,"Ménage","","Domestic
Housework
Housewife
Ménage","","","Misc","N/A","Super User","Super User"
209,"Commerçant","","Commerçant
Commerce","","","Misc","N/A","Super User","Super User"
210,"Ménage/Travail de terrain","","Housework/Fieldwork
Ménage/Travail de terrain","","","Misc","N/A","Super User","Super User"
211,"Ouvrier","","Factory worker
Ouvrier","","","Misc","N/A","Super User","Super User"
212,"Professionnel","","Professional
Professionnel","","","Misc","N/A","Super User","Super User"
213,"Brasseur","","Brasseur
Brewer","","","Misc","N/A","Super User","Super User"
214,"Pwofesè","","Professor
Professeur d'ecole
Pwofesè
Professeur
Teacher","","","Misc","N/A","Super User","Super User"
215,"Retraité","","Retired
Retraité","","","Misc","N/A","Super User","Super User"
216,"Fermier","","Farmer
Cultivateur
Fermier","","","Misc","N/A","Super User","Super User"
217,"Propriétaire de la boutique","","Shop owner
Propriétaire de la boutique","","","Misc","N/A","Super User","Super User"
218,"Main-d'œuvre","","Manual laborer
Main-d'œuvre","","","Misc","N/A","Super User","Super User"
219,"Chauffeur","","Chauffeur
Chauffeur
Driver","","","Misc","N/A","Super User","Super User"
220,"Étudiant","","Student
Étudiant","","","Misc","N/A","Super User","Super User"
221,"Mineur","","Mineur
Miner","","","Misc","N/A","Super User","Super User"
222,"Sans emploi","","Chômage
Sans emploi
Unemployed","","","Misc","N/A","Super User","Super User"
223,"Vendeur de fruits ou de légumes","","Vendeur de fruits ou de légumes
Fruit or vegetable vendor
Produce seller","","","Misc","N/A","Super User","Super User"
224,"Berger","","Berger
Shepherd","","","Misc","N/A","Super User","Super User"
225,"Pêcheur","","Fisherman
Pêcheur","","","Misc","N/A","Super User","Super User"
226,"Vendeur de marché","","Market vendor
Vendeur de marché","","","Misc","N/A","Super User","Super User"
227,"Fonctionnaire","","Civil servant
Fonctionnaire","","","Misc","N/A","Super User","Super User"
228,"Membre du service de santé","","Travailleur de soins de santé
Health care worker
Membre du service de santé","","","Misc","N/A","Super User","Super User"
229,"Activité principale","","Principal activity
Main activity
Job
Activité principale
Occupation","Membre du service de santé
Professionnel
Sans emploi
Ménage
Vendeur de marché
Commerçant
Chauffeur
Ménage/Travail de terrain
Pwofesè
Brasseur
Étudiant
Fermier
Vendeur de fruits ou de légumes
Ouvrier
Mineur
Pêcheur
Main-d'œuvre
Propriétaire de la boutique
ZL anplwaye
Berger
Retraité
Fonctionnaire
Lòt","","Question","Coded","Super User","Super User"
230,"Vodou","","Voodoo
Vaudou
Vodou","","","Misc","N/A","Super User","Super User"
231,"Katolik","","Catholique
Catholic
Katolik","","","Misc","N/A","Super User","Super User"
232,"Batis","","Baptist
Batis
Baptiste","","","Misc","N/A","Super User","Super User"
233,"Mizilman","","Islam
Musulman
Mizilman","","","Misc","N/A","Super User","Super User"
234,"Pentkotist","","Pentecostal
Pentecôtiste
Pentkotist","","","Misc","N/A","Super User","Super User"
235,"Advantis","","Seventh Day Adventist
Adventist
Advantis
Adventiste","","","Misc","N/A","Super User","Super User"
236,"Temwen Jewova","","Témoin de Jéhovah
Temwen Jewova
Jehovah's Witness","","","Misc","N/A","Super User","Super User"
237,"Relijyon","","Religion
Religious affiliation
Religion
Relijyon","Vodou
Mizilman
Temwen Jewova
Batis
Advantis
Lòt
Katolik
Pentkotist","","Question","Coded","Super User","Super User"
238,"The names of a contact of a patient","","The names of a contact of a patient","","","Question","Text","Super User","Super User"
239,"Relationships of contact to patient","","Relationships of contact to patient","","","Question","Text","Super User","Super User"
240,"The phone number for the patient's contact","","The phone number for the patient's contact","","","Question","Text","Super User","Super User"
241,"The address for the patient's contact","","The address for the patient's contact","","","Question","Text","Super User","Super User"
242,"Questions on contacts of the patient","","Questions on contacts of the patient","","The names of a contact of a patient
Relationships of contact to patient
The phone number for the patient's contact
The address for the patient's contact
Address1 concept
Address2 concept
Address3 concept
City Village concept
State Province concept
Country concept","ConvSet","N/A","Super User","Super User"
243,"Immunizations","","Immunizations
Vaccinations","","","ConvSet","Coded","Super User","Super User"
244,"Date de vaccination","","tarehe ya kupewa chanjo/Kinga
Vaccination date
Vaccination date
Date de vaccination
Immunization date","","","Finding","Date","Super User","Super User"
245,"Numéro des vaccinations","","Immunization sequence number
immunization no
Numéro des vaccinations
Vaccination sequence number","","","Finding","Numeric","Super User","Super User"
246,"Historique vaccinale","","vaccination hx
Immunization history
vaccination history
Historique vaccinale
Historia ya Chanjo
immunization hx","","Immunizations
Numéro des vaccinations
Date de vaccination","Finding","N/A","Super User","Super User"
247,"VACCINATION DU BACILLE DE CALMETTE-GUÉRIN","","VACCINATION DU BACILLE DE CALMETTE-GUÉRIN
BACILLE CAMILE-GUERIN VACCINATION
BCG vaccine
BCG
BCG","","","Procedure","N/A","Super User","Super User"
248,"VACCINATION ORALE ANTIPOLIOMYÉLITE","","VACCINATION ORALE ANTIPOLIOMYÉLITE
POLIO VAX NO.1
Oral polio vaccination
POLIO VAX NO.2
ORAL POLIO VAX NO.0
ORAL POLIO VAX NO.1
POLIO VAX NO.3
ORAL POLIO VAX NO.3
POLIO VAX NO.0
ORAL POLIO VAX NO.2","","","Procedure","N/A","Super User","Super User"
249,"PENTAVALENT PNEUMOVAX","","VACCINATION, PENTAVALENT PNEUMOVAX
pneumovax
IMMUNIZATION, PENTAVALENT PNEUMOVAX
PENTAVALENT PNEUMOVAX","","","Drug","N/A","Super User","Super User"
250,"ROTAVIRUS VACCINE, LIVE","","ROTAVIRUS VACCINE, LIVE","","","Drug","N/A","Super User","Super User"
251,"rubeole-rougeole vaccine","","Measles-Rubella vaccine
rubeole-rougeole vaccine","","","Drug","N/A","Super User","Super User"
252,"INJECTION DE RAPPEL: DIPTHÉRIE TÉTANOS","","TD BOOSTER
DIPTHERIA TETANUS BOOSTER
INJECTION DE RAPPEL: DIPTHÉRIE TÉTANOS","","","Drug","N/A","Super User","Super User"
253,"Cou avec contraste IV (CT)","","Computed tomography of neck with intravenous contrast
Tomodensitométrie du cou avec contraste IV
Cou avec contraste IV (CT)
Cou avec contraste IV (CT)
Tomodensitométrie du cou avec contraste IV
CT of neck with IV contrast
Neck with contrast IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
254,"Massif facial et maxilla avec contraste IV (CT)","","Computed tomography of facial bones and maxilla with intravenous contrast
Massif facial et maxilla avec contraste IV (CT)
Tomodensitométrie des os du visage et du maxillaire avec contraste IV
Facial bones and maxilla with contrast IV (CT)
CT of face with IV contrast
Tomodensitométrie des os du visage et du maxillaire avec contraste IV
Massif facial et maxilla avec contraste IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
255,"Rachis cervical avec contraste IV (CT)","","Computed tomography of cervical spine with intravenous contrast
Tomodensitométrie de la rachis cervicale avec contraste IV
Tomodensitométrie de la rachis cervicale avec contraste IV
Cervical spine with contrast IV (CT)
CT of cervical spine with IV contrast
Rachis cervical avec contraste IV (CT)
Rachis cervical avec contraste IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
256,"Tête avec contraste IV (CT)","","Tête avec contraste IV (CT)
Head with contrast IV (CT)
Tomodensitométrie de la tête avec contraste IV
Tête avec contraste IV (CT)
Tomodensitométrie de la tête avec contraste IV
Computed tomography of head with intravenous contrast","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
257,"Membre inférieur - Gauche avec contraste IV (CT)","","Membre inférieur - Gauche avec contraste IV (CT)
Tomodensitométrie du membre inférieur gauche avec contraste IV
Membre inférieur - Gauche avec contraste IV (CT)
Lower extremity - left with contrast IV (CT)
Computed tomography of left lower extremity with intravenous contrast
Tomodensitométrie du membre inférieur gauche avec contraste IV","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
258,"Membre inférieur  - Droit avec contraste IV (CT)","","Tomodensitométrie du membre inférieur droit avec contraste IV
Tomodensitométrie du membre inférieur droit avec contraste IV
Lower extremity - right with contrast IV (CT)
Membre inférieur  - Droit avec contraste IV (CT)
Computed tomography of right lower extremity with intravenous contrast
Membre inférieur  - Droit avec contraste IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
259,"Tomodensitométrie de la pulmonaire et abdomen avec contraste IV","","Chest and abdomen with contrast IV (CT)
Pulmonaire et abdomen avec contraste IV (CT)
Computed tomography of chest and abdomen with IV contrast
Tomodensitométrie de la pulmonaire et abdomen avec contraste IV","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
260,"Tomodensitométrie de la pulmonaire, abdomen et pelvis avec contraste IV","","Tomodensitométrie de la pulmonaire, abdomen et pelvis avec contraste IV
Chest, abdomen and pelvis with contrast IV (CT)
Pulmonaire, abdomen et pelvis avec contraste IV (CT)
Computed tomography of chest, abdomen and pelvis with IV contrast","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
261,"Membre supérieur - Gauche avec un contraste IV (CT)","","Computerized tomography of upper left extremity with contrast IV
Membre supérieur - Gauche avec un contraste IV (CT)
Upper extremity - Left with contrast IV (CT)
Membre supérieur - Gauche avec un contraste IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
262,"Pulmonaire avec contraste IV (CT)","","Chest with contrast IV (CT)
Computed tomography of chest with intravenous contrast
Pulmonaire avec contraste IV (CT)
Tomodensitométrie de la pulmonaire avec contraste IV
CT of chest with IV contrast
Tomodensitométrie de la pulmonaire avec contraste IV
Pulmonaire avec contraste IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
263,"Membre supérieur - Droit avec un contraste IV (CT)","","Membre supérieur - Droit avec un contraste IV (CT)
Upper extremity - Right with contrast IV (CT)
Membre supérieur - Droit avec un contraste IV (CT)
Computerized tomography of upper right extremity with contrast IV","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
264,"Rachis lombaire avec contraste IV (CT)","","Tomodensitométrie de la rachis lombaire avec contraste IV
Tomodensitométrie de la rachis lombaire avec contraste IV
CT of lumbar spine with IV contrast
Rachis lombaire avec contraste IV (CT)
Rachis lombaire avec contraste IV (CT)
Computed tomography of lumbar spine with intravenous contrast
Lumbar spine with contrast IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
265,"Rachis thoracique avec contraste IV (CT)","","Thoracic spine with contrast IV (CT)
Tomodensitométrie de la rachis thoracique avec contraste IV
Rachis thoracique avec contraste IV (CT)
Tomodensitométrie de la rachis thoracique avec contraste IV
Computed tomography of thoracic spine with intravenous contrast
CT of thoracic spine with IV contrast
Rachis thoracique avec contraste IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
266,"Tomodensitométrie de l'orientation pour le drainage percutané des abcès avec contraste IV","","Computerized tomography of guidance for percutaneous drainage of abscess with contrast IV
Tomodensitométrie de l'orientation pour le drainage percutané des abcès avec contraste IV
Orientations pour drainage percutané des abcès de la cavité avec contraste IV (CT)
Tomodensitométrie de l'orientation pour le drainage percutané des abcès avec contraste IV
Guided percutaneous drain placement (CT)
Guidance for percutaneous drainage of abscess of cavity with contrast IV (CT)
Orientations pour drainage percutané des abcès de la cavité avec contraste IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
267,"Abdomen et pelvis avec contraste IV (CT)","","Tomodensitométrie de l'abdomen et du pelvis avec contraste IV
Tomodensitométrie de l'abdomen et du pelvis avec contraste IV
Abdomen et pelvis avec contraste IV (CT)
Abdomen et pelvis avec contraste IV (CT)
Computed tomography of abdomen and pelvis with intravenous contrast
CT of abdomen and pelvis with IV contrast
Abdomen and Pelvis with contrast IV (CT)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
268,"HUM radiologie livrable avec contraste","","HUM radiologie livrable avec contraste
HUM radiology orderables with contrast","","Pulmonaire avec contraste IV (CT)
Abdomen et pelvis avec contraste IV (CT)
Rachis cervical avec contraste IV (CT)
Rachis thoracique avec contraste IV (CT)
Membre inférieur  - Droit avec contraste IV (CT)
Membre inférieur - Gauche avec contraste IV (CT)
Massif facial et maxilla avec contraste IV (CT)
Cou avec contraste IV (CT)
Rachis lombaire avec contraste IV (CT)
Tête avec contraste IV (CT)
Membre supérieur - Gauche avec un contraste IV (CT)
Membre supérieur - Droit avec un contraste IV (CT)
Tomodensitométrie de l'orientation pour le drainage percutané des abcès avec contraste IV
Tomodensitométrie de la pulmonaire, abdomen et pelvis avec contraste IV
Tomodensitométrie de la pulmonaire et abdomen avec contraste IV","ConvSet","N/A","Super User","Super User"
